phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,1,0,0,0,,,9.921030141413212e-06
2,init_best fitness=0.8175182412960567,1,22,22,1,0.8175182412960567,,9.215358980000019
3,generation=1/14 best_fitness=0.8175182412960567,23,43,21,0,0.8335905123094562,-0.016072271013399586,5.73967476998223
4,generation=2/14 best_fitness=0.8175182412960567,44,64,21,0,0.8339342139079235,-0.0003437015984673053,5.11983474198496
5,generation=3/14 best_fitness=0.793355219764635,65,85,21,1,0.793355219764635,0.04057899414328858,5.045319139026105
6,generation=4/14 best_fitness=0.7726766464475077,86,106,21,1,0.7726766464475077,0.020678573317127302,5.121520815999247
7,generation=5/14 best_fitness=0.769091323541943,107,127,21,1,0.769091323541943,0.0035853229055646807,4.943706066987943
8,generation=6/14 best_fitness=0.7585393285262398,128,148,21,1,0.7585393285262398,0.010551995015703142,4.932043508975767
9,generation=7/14 best_fitness=0.7448087490629405,149,169,21,1,0.7448087490629405,0.013730579463299364,4.816340074001346
10,generation=8/14 best_fitness=0.7448087490629405,170,190,21,0,0.7525309200573247,-0.007722170994384214,4.853429095004685
11,generation=9/14 best_fitness=0.7448087490629405,191,211,21,0,0.7452470676507801,0.007283852406544611,4.743662113032769
12,generation=10/14 best_fitness=0.7448087490629405,212,232,21,0,0.747220272955019,-0.0019732053042389452,4.767052253009751
13,generation=11/14 best_fitness=0.734331066487357,233,253,21,1,0.734331066487357,0.012889206467662007,4.713040695991367
14,generation=12/14 best_fitness=0.7303061734419316,254,274,21,1,0.7303061734419316,0.004024893045425415,4.70615490101045
15,generation=13/14 best_fitness=0.729076797288144,275,295,21,1,0.729076797288144,0.001229376153787598,4.654187971958891
16,generation=14/14 best_fitness=0.729076797288144,296,316,21,0,0.7308737407147419,-0.0017969434265978634,4.684262328024488
